antecedents_str,consequents_str,support,confidence,lift,leverage,conviction
Ca_=Low chemistry value,Nb_=Low chemistry value,0.248683372880375,0.5760825847968897,1.1183160299635386,0.026310299243504198,1.1437747187313438
"Nb_=Low chemistry value, Ca_=Low chemistry value",Mg_=Medium chemistry value,0.14300596099311302,0.5750523621131022,1.116316117846567,0.014900705943155401,1.141001806129125
"Mg_=Medium chemistry value, Ca_=Low chemistry value",Nb_=Low chemistry value,0.14300596099311302,0.7474289171203872,1.4509408222585296,0.04444511081969904,1.919721041740814
"Nb_=Low chemistry value, Mg_=Low chemistry value",Zn_=Low chemistry value,0.1444528039817119,0.8684759916492694,1.6981324725254865,0.05938711781243462,3.714682562648303
"Nb_=Low chemistry value, Zn_=Low chemistry value",Mg_=Low chemistry value,0.1444528039817119,0.7836734693877551,1.9234508348794062,0.06935194808134852,2.7392341232186084
"Nb_=Low chemistry value, Mg_=Low chemistry value",Ca_=Low chemistry value,0.09502864749117426,0.5713291579679889,1.3235013434145166,0.02322770224543033,1.3257722947230441
"Nb_=Low chemistry value, Mg_=Low chemistry value, Ca_=Low chemistry value",Zn_=Low chemistry value,0.08084958620290526,0.8507917174177831,1.6635543833045008,0.032249079351842874,3.2744156821244603
"Nb_=Low chemistry value, Mg_=Low chemistry value, Zn_=Low chemistry value",Ca_=Low chemistry value,0.08084958620290526,0.5596955128205129,1.2965516511631106,0.01849218907925291,1.2907429800731673
"Nb_=Low chemistry value, Zn_=Low chemistry value, Ca_=Low chemistry value",Mg_=Low chemistry value,0.08084958620290526,0.9782913165266107,2.4011215423669467,0.04717799366735773,27.296404921879912
Al_=Low chemistry value,Nb_=Low chemistry value,0.22472365298917762,0.602015503875969,1.1686581161075014,0.03243161317716303,1.2183037959050254
"Nb_=Low chemistry value, Al_=Low chemistry value",Ca_=Low chemistry value,0.12037733665142658,0.5356682977079578,1.2408918777444433,0.02336861348189849,1.2239524527752212
"Al_=Low chemistry value, Ca_=Low chemistry value",Nb_=Low chemistry value,0.12037733665142658,0.5880689850155498,1.1415845401734284,0.014929748308000909,1.177056363084384
"Nb_=Low chemistry value, Al_=Low chemistry value, Mg_=Low chemistry value",Ca_=Low chemistry value,0.07992360669020197,0.5955153083225528,1.3795292951475253,0.021988188449116312,1.4050468104608536
"Nb_=Low chemistry value, Al_=Low chemistry value, Ca_=Low chemistry value",Mg_=Low chemistry value,0.07992360669020197,0.6639423076923077,1.6295822634396853,0.03087814977567896,1.763295493524974
"Nb_=Low chemistry value, Mg_=Low chemistry value, Ca_=Low chemistry value",Al_=Low chemistry value,0.07992360669020197,0.8410475030450669,2.2530945434287926,0.04445079134683291,3.9427786347966496
"Al_=Low chemistry value, Mg_=Low chemistry value, Ca_=Low chemistry value",Nb_=Low chemistry value,0.07992360669020197,0.517616191904048,1.0048185799247327,0.0003832714625345429,1.005145724631806
"Nb_=Low chemistry value, Al_=Low chemistry value, Zn_=Low chemistry value",Ca_=Low chemistry value,0.06967995833092193,0.5406376290974405,1.252403484806901,0.014042969791509353,1.2371930352174878
